course_id,subject,course_number,title,description,requirements,academic_career,department
119488,PORTUG,102,Conversations in Portuguese,"The main objective of this course is to provide ample opportunities for students to improve their oral fluency in Portuguese, through daily conversations on a variety of topics relating to the Lusophone world. Students will also direct and guide two discussions (conversations) during the semester, on topics of their choosing. For these presentations, they will prepare a list of vocabulary as well as discussion questions to stimulate class participation and conversation. Consequently, students will expand their vocabulary and use of idiomatic expressions, review certain grammar structures, and garner a deeper understanding of the differences between colloquial and formal Brazilian Portuguese.",Portuguese 50 or equivalent,UGRD,Spanish & Portuguese
119489,PORTUG,103,Writings in Portuguese,"In this course, students will examine and produce drafts and final versions of various texts: crônica brasileira, short stories, expository essays, and argumentative essays. Each day, students will dedicate ten to fifteen minutes of class time to performing writing exercises that introduce them to new vocabulary, focus on certain grammatical structures and stress differences in tone and register. Also, students will compile a writing portfolio, which, in addition to the daily writing assignments and essays, will include peer editing exercises and reflections on diverse aspects of the writing process. At the end of the semester, each student will give an evaluative oral critique about the quality of a movie or television series.",Portuguese 102 or consent of instructor.,UGRD,Spanish & Portuguese
119490,PORTUG,104,Brazil in the World,"In exploring the persistence of a history of conquest and exchange in Brazil, this course investigates the interconnections and cross-fertilizations that have endured to diversify this country’s distinctly original national cultures.  In so doing, it uses the impacts of European colonialism in the Americas and Africa as a springboard for understanding Brazil’s regional specificity.  While there will be moments that recall a distant past, others will shed light on a present that both resembles and stands apart from much of Spanish America in the present. Throughout the course, the literature that we will be examining will find echoes in the country’s rich history.",Portuguese 103,UGRD,Spanish & Portuguese
119506,PORTUG,135,Studies in Luso-Brazilian Literature,"Study of literature and cultural texts representative of classical literary genres: narrative prose, plays and poetry.",Portuguese 102 or permission of instructor.,UGRD,Spanish & Portuguese
154680,PORTUG,27,"Introduction to Portugal, Brazil, and other Portuguese-Speaking Cultures (in English)","This course offers an overview of contemporary Portuguese-Speaking Cultures and Literatures. The time frame covered is from the sixties--years of rupture and experimentalism in artistic and cultural production?to the present. Students will study the concrete poetry of the Portuguese author Ana Hatherly, the visual (?Concrete?) poems of the Brazilian author Haroldo de Campos, and the drawings of the Swiss-Brazilian artist Maria Schendel. The course content will include the multi-layered music of the Angolan duet Ouro Negro and the political essays of Cape Verdean academic Amílcar Cabral. Themes such as colonization, decolonization, freedom, will be among the larger, decidedly compelling group of subjects on which the course will touch. ",,UGRD,Spanish & Portuguese
119485,PORTUG,50,Intensive Portuguese for Spanish Speakers,An intensive course for students who have no previous study of Portuguese designed to introduce the basics of the language. This offering prepares the student for upper division course work in Portuguese.,"Credit of 16-20 units or equivalent of Spanish language, or consent of instructor.",UGRD,Spanish & Portuguese
119565,PSYCH,1,General Psychology,"Introduction to the principal areas, problems, and concepts of psychology. This course is required for the major.",,UGRD,Psychology
119569,PSYCH,101,Research and Data Analysis in Psychology,"The course will concentrate on hypothesis formulation and testing, tests of significance, analysis of variance (one-way analysis), simple correlation, simple regression, and nonparametric statistics such as chi-square and Mann-Whitney U tests. ",Psych 1 or equivalent. ,UGRD,Psychology
119570,PSYCH,102,Methods for Research in Psychological Sciences,"The goal of this course is to give students a strong foundation in statistical methodologies prevalent in the psychological sciences, and to prepare them for more advanced and specialized courses in statistics, machine learning, and data science. This course will cover fundamental principles underlying common statistical methods, as well as specific statistical models, largely centered around the General Linear Model, ranging from t-tests to multilevel models. All analyses will be conducted in the statistical programming language R. ","Undergraduate Statistics for Psychology (Psych 101). Very basic elements of calculus and linear algebra will be used in the course and re-introduced where relevant. Basic familiarity with R, the programming language, is required.",UGRD,Psychology
119584,PSYCH,110,Introduction to Biological Psychology,"Survey of relations between behavioral and biological processes. Topics include sensory and perceptual processes, neural maturation, natural bases of motivation, and learning. ",,UGRD,Psychology
168515,PSYCH,112A,The Art of Communications for Psychologists and Neuroscientists,"The Art of Communications for Psychologists and Neuroscientists trains students how to distill research findings and to present other technical information into narratives that are accessible and engaging to general audiences. Students will sharpen their narrative writing skills by studying methods and techniques practiced by professional journalists. Students will learn different ways to accurately translate and communicate psychology and neuroscience topics from a journalistic lens. For example, disentangling complexity in the service of clarity, and the art of presenting information in ways that inform and build audiences. The end goal of the course is to generate a completed outreach piece to be submitted for publication. ",,UGRD,Psychology
119590,PSYCH,114,Biology of Learning,"The biology of learning and neural plasticity is critical to our understanding of development, culture, behavioral change, uniqueness of individuals, and limits to an organism’s potential. We will study experimental investigations of behavior and neurobiology at the cellular and circuit level to get a basic introduction to what is known and unknown about learning and neural plasticity. Topics may include associative learning, habit formation, fear, memory systems, neurons, synapses, dendritic spines and axonal boutons, LTP, and adult neurogenesis. We will discuss these topics in the context of normal development and disease. Students will become familiar with thinking about the brain at the level of circuits, cells, synapses, and proteins.",,UGRD,Psychology
158235,PSYCH,115,Introduction to Brain Imaging Analysis Methods,"An introduction to brain imaging analysis methods with emphasis on functional magnetic resonance imaging (fMRI) of the human brain. Topics include: Basic MR physics of fMRI signals; linearity of the fMRI signal; time versus space resolution trade offs; noise in neuroimaging; correlation analysis; visualization methods; cortical reconstruction, inflation, and flattening; reverse engineering; relationship between brain activation and cognitive state; multi-voxel pattern analyses; fMRI-adaptation.",Psychology C127 / Cognitive Science C127; Consent of Instructor; Basic coding experience (preferably with Matlab) is encouraged,UGRD,Psychology
119608,PSYCH,125,The Developing Brain,"What are the changes in brain structure and function that underlie improvements in cognitive abilities over childhood and adolescence? Or, coming from a different perspective, what insights can we gain regarding the neural basis of cognition by examining how the brain develops? And how are such findings relevant for medicine, education, and the law? The cutting-edge new field of developmental cognitive neuroscience is beginning to address these and other questions. This course will consititute an overview of current research and methods in this field, focusing on both typically and atypically developing children and adolescents. There is no textbook for this course; all readings will be primary sources (e.g., journal articles).","Recommend prior coursework in neuroscience, such as Psych/MCB c61, Psych 110, Psych 117, or Psych/COGSCI C127.",UGRD,Psychology
119627,PSYCH,130,Clinical Psychology,"Theoretical and empirical approaches to the explanation of psychological dysfunction. The relation between theories of psychopathology and theories of intervention. A critical evaluation of the effects of individual, family, and community approaches to therapeutic and preventive intervention. Thematic focus of the course may change from year to year. See department notices for details. ",Recommended: Psychology 1 or Psychology 2,UGRD,Psychology
119628,PSYCH,131,Developmental Psychopathology,"This course will discuss linkages between developmental processes and child psychopathology. Included will be discussion of cognitive impairments in children, including learning disabilities and mental retardation; internalizing disorders, such as anxiety, withdrawal, and depression; externalizing disorders, such as attention-deficit hyperactivity disorder and conduct disorder; and child abuse and neglect. Psychobiological, familial, legal, and societal factors will be emphasized.",Recommended: Psych 130,UGRD,Psychology
119631,PSYCH,133,Psychology of Sleep,"This course has two primary goals: (1) to provide a basic introduction to the study of sleep and an overview of sleep measurement, regulation, ontogeny, phylogeny, physiology, and psychology; and (2) to provide a basic introduction to sleep disorders including their classification, cause, and treatment. ",,UGRD,Psychology
119632,PSYCH,134,Health Psychology,"This course will provide students with an introduction to Health Psychology. Students will learn about measurement of psychological, behavioral, and biological constructs; incidence and prevalence of psychological and medical disorders; introductions to endocrinology, immunology, and psychophysiology and how these systems are thought to relate psychology to health; as well as introductions to how science is working to understand psychology and health in the laboratory and across the population.","Recommended: Psych 1, N1, W1, or 2; and a lower-division biology or neuroscience course (such as Psych C19/MCB C62/L & S C30T.)",UGRD,Psychology
119639,PSYCH,140,Developmental Psychology,"This course explores the development of children from birth to adolescence, in a wide range of areas including biological, cognitive, linguistic, social, and personality development. It also covers the effects of genes, experience, and social context on children's development.",Recommended: Psych 1,UGRD,Psychology
157782,PSYCH,147,Methods in Cognitive Development,"The goal of this course is to introduce you to the excitement of studying development,
primarily in humans. The course covers different methodologies for studying
development, and how to interpret the resulting data. Students will become more wise
consumers of empirical data on development, whether those data appear in scholarly or
popular media. This course provides students with the analytical tools and productive
skepticism required to objectively evaluate findings in developmental science.",,UGRD,Psychology
119659,PSYCH,150,Psychology of Personality,A consideration of general and systematic issues in the study of personality and an evaluation of major theories and points of view. ,Recommended: Psych 1 and Psych 101,UGRD,Psychology
119669,PSYCH,160,Social Psychology,"Survey of social psychology including interaction processes, small groups, attitudes and attitude change, and social problems. ",Recommended: Psych 1,UGRD,Psychology
160366,PSYCH,163,Development of Prejudice and Bias,"We currently live in a society riddled with prejudice and inequality. In this class we will explore the emergence and development of prejudice across the lifespan, while paying close attention to the first 10 years of life. This class aims to: 1) foster a critical understanding of how and why prejudice has been maintained across generations and 2) foster intentional thought about how create and maintain a more equitable society through a psychological lens.",,UGRD,Psychology
119679,PSYCH,168,Topical Seminars in Social Psychology,For a precise schedule of offerings check with Student Services Office each semester.,Consent of instructor. ,UGRD,Psychology
119700,PSYCH,192,Special Topics in Psychology,Course examines current problems and issues in psychology.,Consent of instructor. ,UGRD,Psychology
125759,PSYCH,192P,Psychology Post Baccalaureate Capstone,"The Psychology Post Baccalaureate Program at UC Berkeley is intended to serve as a training program for students who have interest in pursuing graduate degrees in Psychology but who are lacking necessary academic training and research experience. In addition to the required course and lab work, Post Baccalaureate students are required to complete a two-part research learning project, called The Capstone Experience. The Capstone Experience consists of two components: an applied written submission and a formal research presentation.",Consent of instructor.,UGRD,Psychology
119704,PSYCH,197,Field Study in Psychology,Supervised experience relevant to specific aspects of psychology in off-campus settings. Individual and/or group meetings with faculty. Enrollment is restricted by regulations of the Berkeley Division listed elsewhere in this catalog.,1; appropriate upper division work in psychology (to be determined by instructor).  Consent of instructor. ,UGRD,Psychology
162552,PSYCH,22,Neurons in Context,"We will introduce the basics of neurobiology while exploring how experience of adversity, enrichment, and other variables can shape brain development and behavior. We will look at scientific data figures and discuss experimentation, data interpretation, and scientific writing.
Basic knowledge will be gained on neurotransmission, mechanisms underlying learning and memory, experience dependent plasticity, stress, gonadal hormones, and psychoactive drugs. Students will become familiar with circuits, cells, synapses, proteins, epigenetics, and genetics.
",,UGRD,Psychology
119776,PSYCH,24,Freshman Seminars,"The Berkeley Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small-seminar setting. Berkeley Seminars are offered in all campus departments, and topics vary from department to department and semester to semester.",,UGRD,Psychology
119884,PSYCH,H195A,Special Study for Honors Candidates,Independent study and preparation of an honors thesis under the supervision of a faculty member.,Open only to senior psychology majors in the Honors Program. ,UGRD,Psychology
119885,PSYCH,H195B,Special Study for Honors Candidates,Independent study and preparation of an honors thesis under the supervision of a faculty member.,Open only to senior psychology majors in the Honors Program. ,UGRD,Psychology
119948,PUBPOL,101,Introduction to Public Policy Analysis,"A systematic and critical approach to evaluating and designing public policies. Combines theory and application to particular cases and problems. Diverse policy topics, including environmental, health, education, communications, safety, and arts policy issues, among others. ",,UGRD,Goldman School Public Policy
167607,PUBPOL,118,"Technology, Risk, and Security Colloquium","This interdisciplinary colloquium explores the complex challenges and opportunities that emerging technologies pose to national and international security policy. The course delves into how advancements in AI, biotechnology, quantum computing, space technologies, new types of nuclear weapons, and cyber capabilities are reshaping the global security landscape. Via a combination of expert lectures, case studies, and in-depth discussions, students will engage with leading scholars and policymakers including government officials and industry leaders. The colloquium is also designed to foster interdisciplinary dialogue and collaboration among students and serve as a jumping-off point for research articles, honors theses, and dissertations.",,UGRD,Goldman School Public Policy
161483,PUBPOL,141,Behavioral Economics for Public Policy,"This course introduces a range of economic phenomena that cannot be explained by standard, fully rational economic models, and explores implications for public policy. Why do we vote for social security despite the fact that it reduces our freedom to choose how we spend our money? What would happen to job seeking behavior if we cut off unemployment benefits in multiple steps? Why do fines work better than bonuses (except when they don't)? What kinds of policies should the Consumer Financial Protection Bureau implement? Behavioral Economics provides answers to these questions that standard economics does not.
",,UGRD,Goldman School Public Policy
166431,PUBPOL,147,Progress? An Introduction to Technology and Public Policy,"This course explores the intersection of technology and public policy and how they are inextricably linked. You will examine the impact of tech on society, ethical considerations surrounding technology. By the end of the course, you will have a deeper understanding of the intersection of tech and public policy and how you can use this knowledge to make a positive impact in the world. Technologies discussed during this course include AI and machine learning, cybersecurity and privacy, renewable energy and geoengineering, biotechnology and genetic engineering, robotics and automation, virtual/augmented reality and spatial computing, blockchain and distributed ledger technology, 5G networks and wireless communication, and quantum computing.",,UGRD,Goldman School Public Policy
160660,ETHSTD,160AC,"Work, Justice and the Labor Movement","This course provides a broad, inter-disciplinary overview of the U.S. labor movement in the fight for social and economic justice. It will introduce students to critiques of racial capitalism and the power dynamics inherent in paid work, while considering why and how workers form unions in response.  One of the primary objectives of this course is to develop a theoretical and analytical understanding of contemporary workers’ experiences of work in the U.S. shaped by race, class, gender, sexuality, immigration status, language, religion, and other social constructs. There will be a special comparative focus on the role of structures and the space for agency and mobilization in the Latinx, Black and Asian American communities. ",Co-enrollment in PUB POL 199C or ETH STD 199C,UGRD,Ethnic Studies
119987,PUBPOL,190,Special Topics in Public Policy,Course examines current problems and issues in the field of public policy. Topics may vary from year to year and will be announced at the beginning of the semester. Open to students from other departments. ,,UGRD,Goldman School Public Policy
157488,PUBPOL,C189,Social Science & Crime Prevention Policy,"In this interdisciplinary course students examine the relationships among social science, law, and crime prevention policy. Emphasis is placed on how psychological science (clinical, developmental, social) can inform decisions about individuals at high risk for repeated involvement in the juvenile and criminal justice systems. Topics of focus include risk assessment, adolescent development and juvenile justice, and prevention/intervention/correctional psychology. Students will have an opportunity to master a specific problem area. Broadly, goals are for students to a) become comfortable in translating crime prevention problems into social scientific questions, and b) specifically understand how research findings can inform law and policy.",,UGRD,Goldman School Public Policy
120091,PUNJABI,100A,Intermediate Punjabi,"Focus on reading, writing and speaking Punjabi more fluently in formal and informal contexts. Selected readings vary every semester. These form the starting point to stimulate students' own writings which include a long interview with a Punjabi elder from the wider community. These may be recorded in the students' own voices and form a contribution to the ongoing ""Punjabi Voices"" project. Review of grammar provided as needed in addition to the introduction of more complex grammatical structures. Grading based on performance in class and final presentation, weekly quizzes, two midterms, and a final. ",1B is prerequisite to 100A; 100A is prerequisite to 100B. ,UGRD,South & SE Asian Studies
120089,PUNJABI,1A,Introductory Punjabi,"Gurmukhi script. Survey of grammar. Graded exercises, leading to a mastery of basic language patterns, essential vocabulary, and achievement of basic reading and writing skills. ",1A is prerequisite to 1B. ,UGRD,South & SE Asian Studies
113803,QTP,100,Special Topics,"This course is designed to provide students with an opportunity to work closely with LGBT faculty, investigating a topic of mutual interest in great depth. Emphasis in on student discussion and collaboration. Topics will vary from semester to semester. Number of units will vary depending on specific course, format, and requirements.",,UGRD,Gender & Womens Studies
168516,QTP,101,Theories and Methods in Queer and Trans Praxis,"This small capstone seminar (15 students, maximum) provides an introductory overview of theories and methods in Queer and Trans Praxis studies. It addresses the specifics of different theorizations that in English are called trans, lesbian, bi-sexual, intersex, gay, Two-Spirit and other kinds of designations. The course addresses questions such as: how do critical decolonial theoretical and methodological approaches in queer studies differ from other kinds of approaches? What sorts of materials constitute a queer archive and how might queer archives be similar to or distinct from other kinds of archives? What is a critical queer approach to any archive?",,UGRD,Gender & Womens Studies
113804,QTP,145,Interpreting the Queer Past: Methods and Problems in the History of Sexuality,"This course examines interpretive issues in studying the history of sexuality and the formation of sexual identities and communities. Considering primary documents, secondary literature, and theoretical essays, we investigate specific historiographical concerns and raise questions about historical methodology and practice.",,UGRD,Gender & Womens Studies
113807,QTP,20AC,Sexual Politics and Queer Organzing in the US,"An introduction to varied dimensions of alternative sexual identities in the contemporary United States, with a focus ranging from individuals to communities. This course will use historical, sociological, ethnographic, political-scientific, psychological, psychoanalytical, legal, medical, literary, and filmic materials to chart trends and movements from the turn of the century to the present.",,UGRD,Gender & Womens Studies
120119,RHETOR,10,Introduction to Practical Reasoning and Critical Analysis of Argument,"An introduction to practical reasoning and the critical analysis of argument. Topics treated will include: definition, the syllogism, the enthymeme, fallacies, as well as various non-logical appeals. Also, the course will treat in introductory fashion some ancient and modern attempts to relate rhetoric and logic.",,UGRD,Rhetoric
120124,RHETOR,103B,Approaches and Paradigms in the History of Rhetorical Theory II,"A broad consideration of the historical relationship between philosophy, literature, and rhetoric, with special emphasis on selected themes within the early modern and modern periods.",10 or consent of instructor. ,UGRD,Rhetoric
120133,RHETOR,106,Rhetoric of Historical Discourse,"A study of how historical knowledge is produced and interpreted. Topics might include narrative and representation, the uses of evidence, forms of historical argumentation, and historical controversies in the public realm.",,UGRD,Rhetoric
120135,RHETOR,108,Rhetoric of Philosophical Discourse,Introduction to theoretical issues involved in applying rhetorical analysis to philosophical discourse; intensive analysis of selected philosophical works. ,,UGRD,Rhetoric
120136,RHETOR,109,Aesthetics and Rhetoric,"Study of the terms and means by which we make and defend judgments involving the exercise of aesthetic sensitivity or perceptiveness. Consideration of the relationship between aesthetic qualities and aesthetic value. Discussion of aesthetic criticism as the means by which the capacities and salience of works of art are called to our attention and brought into focus. Topics include questions of taste, expression, and affect.","Any 1A-1B sequence, upper division standing, and consent of instructor. ",UGRD,Rhetoric
161399,RHETOR,120,Rhetoric of the Self,"This course investigates discourses of the self, both contemporary and historical, in a variety of genres, including philosophy, theory, literature, visual media, and new media, depending on the instructor and year. Topics to be covered may include any of the following: problems of the self, identity (racial, ethnic, gendered), self-expression, self-fashioning, self-destitution, and the limits of the self as an experience or a category. No prerequisites.",,UGRD,Rhetoric
120157,RHETOR,123,Rhetoric of Performance,"This course introduces students to the interdisciplinary field of performance studies. While themes may vary, the course considers disciplinary genealogies from the performing arts, the social sciences, and speech act theory to investigate the many ways that humans constitute themselves and their world through performance.","Any 1A-1B sequence, upper divison standing, and consent of instructor.",UGRD,Rhetoric
120161,RHETOR,127,"Novel, Society, and Politics","This course examines the complex links between novelistic discourse, society, and politics. Topics to be studied may include the social and political vocation of the <Bildungsroman> and the realist novel; autobiography and the rise of liberal individualism; political censorship; and the role of the novel in imagining the nation.",,UGRD,Rhetoric
120164,RHETOR,129,Rhetoric of Autobiography,"Rhetorical analysis of autobiographical discourse, with specific attention to the evolution of the genre in relation to changing modes of human subjectivity.",Upper division standing. ,UGRD,Rhetoric
120165,RHETOR,129AC,Autobiography and American Individualism,"Rhetorical analysis of autobiographical discourse in American cultures, with special attention to the ideology of individualism.",Upper division standing. ,UGRD,Rhetoric
120177,RHETOR,137,Rhetoric of the Image,"This course surveys methods and theories of visual culture, including the rhetorics and discourses of images (still and moving), media (old and new), display, circulation, value, and interpretation. Topics explored will include: spectacle, reproduction, materiality, time, style, genre, archive, truth-value, and affectivity. Students will learn multi- and interdisciplinary uses of visual materials as objects of analysis, evidence, exchange, and argumentation.",,UGRD,Rhetoric
154300,RHETOR,145,"Science, Narrative, and Image","What is the role of narrative in science and conversely?  How do images supplement or displace these narratives? How have scientific conceptions impacted narrative forms and theories of narrative? How important are images to the rhetoric of scientific persuasion? Finally, how can science itself be narrated or visually represented?  This course will examine critical discussions of these questions. ",,UGRD,Rhetoric
120193,RHETOR,156,Rhetoric of the Political Novel,Investigation of major 19th and 20th century works of fiction in which political stances are exploited as dominant themes; close reading of authorial viewpoints and rhetorical strategies.,,UGRD,Rhetoric
120195,RHETOR,157A,Rhetoric of Modern Political Theory,Study of the textual strategies of important works of modern European and American political theory from the 17th through the 19th centuries.,,UGRD,Rhetoric
120197,RHETOR,158,Advanced Problems in the Rhetoric of Political Theory,"Close study of selected works of modern political theory, including debates over the nature and interpretation of political theory and the role of the political theorist. Specific themes and readings vary from year to year. ",,UGRD,Rhetoric
120213,RHETOR,172,Rhetoric of Social Theory,"Rhetorical analysis of theorists from Durkheim and Weber, as well as Marx, Ricardo and Bentham, to contemporary representatives of social and economic thought.",,UGRD,Rhetoric
120225,RHETOR,189,Special Topics,Group instruction and investigation of topics not accommodated in regular course offerings.,,UGRD,Rhetoric
120233,RHETOR,20,Rhetorical Interpretation,"Introduction to the study of rhetorical interpretation, examining how language and performance generate and communicate meaning, from literature, art, film and politics to visual and material culture.",,UGRD,Rhetoric
120256,RHETOR,24,Freshman Seminars,"The Berkeley Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small-seminar setting. Berkeley Seminars are offered in all campus departments, and topics vary from department to department and semester to semester.",,UGRD,Rhetoric
120336,RHETOR,R1A,The Craft of Writing,Rhetorical approach to reading and writing argumentative discourse. Close reading of selected texts; written themes developed from class discussion and analysis of rhetorical strategies. Satisfies the first half of the Reading and Composition requirement. ,Satisfaction of the Entry Level Writing Requirement.,UGRD,Rhetoric
120337,RHETOR,R1B,The Craft of Writing,Intensive argumentative writing drawn from controversy stimulated through selected readings and class discussion. Satisfies the second half of the Reading and Composition requirement. ,"Previously passed an R1A course with a letter grade of C- or better. 
Previously passed an articulated R1A course with a letter grade of C- or better. 
Score a 4 on the Advanced Placement Exam in English Literature and Composition. 
Score a 4 or 5 on the Advanced Placement Exam in English Language and Composition. 
Score of 5, 6, or 7 on the International Baccalaureate Higher Level Examination in English.",UGRD,Rhetoric
120388,RUSSIAN,1,Elementary Russian,Beginner's course.,,UGRD,Slavic Languages & Literatures
120392,RUSSIAN,103A,Advanced Russian,"Course covers three main aspects of advanced Russian: grammar, syntax, and reading. Grammar is reviewed. Course taught in Russian. ",Russian 4 or equivalent.,UGRD,Slavic Languages & Literatures
120401,RUSSIAN,2,Elementary Russian,,Russian 1 or equivalent.,UGRD,Slavic Languages & Literatures
120405,RUSSIAN,3,Intermediate Russian,,Russian 2 or equivalent.,UGRD,Slavic Languages & Literatures
120407,RUSSIAN,6A,Introductory Russian for Heritage Speakers,"The course is aimed at ""heritage speakers"" of Russian, i.e., those who grew up speaking Russian in the family without a full Russian educational and cultural background. These courses are designed for students who have speaking and comprehension ability in Russian but have minimum exposure to writing and reading. This course teaches basic skills of writing, reading, and grammar. 6A focuses on basic writing and reading ability. 6B introduces further knowledge of grammar and syntax and develops writing skills. Both 6A and 6B include reading and cultural material. (Students with advanced reading proficiency should consider Slavic 114 or Slavic 190.)",Basic proficiency in Russian; placement test and consent of instructor. ,UGRD,Slavic Languages & Literatures
120630,SANSKR,100A,Elementary Sanskrit,Elements of Sanskrit grammar and practice in reading Sanskrit texts.,,UGRD,South & SE Asian Studies
120632,SANSKR,101A,Intermediate Sanskrit: Epic and Puracic Sanskrit,"Introduces students to the itihasa/puraic traditions and related commentarial style of Sanskrit.  An extended passage from Valmiki's Ramayaada, Vyasa's Mahabharata, or one of the Mahapuradas is normally read with commentary, if available.  The development of strong reading skills is the focus of the class.  Additionally, students are introduced to the use of hard copy and web-based resources.  Grammar is reviewed and explained as needed.  Students are also introduced to the current scholarship on epic literature.  Students are expected to memorize at least one verse per class for recitation.  Emphasis is placed on correct prosody and pronunciation.  Submission of an annotated translation project, assigned in class, is required.",100B. 101B may be taken before 101A with consent of instructor. ,UGRD,South & SE Asian Studies
163460,SASIAN,100A,Introduction to the Civilizations of Early South Asia,"This course is a survey of ancient South Asia, from around 2500 BCE to the 10th century CE. Close attention will be paid to the geography and ethnography of the region, its political and economic history, the religious, philosophical, literary, and artistic movements that have shaped it and contributed to its development as a unique, diverse, and fascinating civilization. We will cover broad patterns of historical change in ancient South Asia from the 10th century to the present, major cultural shifts and religious formations that have shaped South Asia over the past thousand-plus years, cultural texts that reflect the history of South Asia, and South Asia’s shifting relations with the world over the longue duree.",,UGRD,South & SE Asian Studies
162729,SASIAN,125,Screening India: Bollywood Cinema,"This course provides an overview of one of the world's largest and most beloved
film industries, the popular Hindi cinema produced in Bombay (Mumbai) and consumed around
the world under the label ""Bollywood."" The films and readings range from the post-
Independence era to the present, with introduction to key films, directors, stars, genres, formal
techniques, and themes. Our readings and viewings allow us to question and discuss the ways
these films reflect and influence the cultures and society from which they emerge. We shall
reflect on our own practices of spectatorship and how we consume and label non-western
cultures and culture industries. Together we'll develop a critical vocabulary to help us analyze
and critique Hindi cinema.",,UGRD,South & SE Asian Studies
160412,SASIAN,131,Introduction to Contemporary Tamil literature,"This course aims to introduce modern literatures in the Tamil language written in India, Sri Lanka, Singapore and Malaysia and other Tamil diasporic spaces. During the course, students will encounter a wide variety of literary aesthetic practices that shape contemporary Tamil literary histories and their interactions with the larger national literary discourses that shape South and South East Asia. Through critical reading and analysis from mid-19th century to the present historical moment, students will discover how literature is closely linked to the creation and evolution of global Tamil history, culture and identity. There are no prerequisites in terms of a working knowledge of the Tamil language. All texts are in English translation.",,UGRD,South & SE Asian Studies
120668,SASIAN,144,Islam in South Asia,"The aim of this course on the culture and history of Muslim communities and institutions in South Asia is to introduce students to the broad historical currents of the expansion of Islam in the Indian subcontinent, the nature of Muslim political authority, the interaction between religious communities, Islamic aesthetics and contributions to material culture, the varied engagements and reactions of Muslims to colonial rule, and the contemporary concerns of South Asia's Muslims. While this is a lecture course, ample time will be set aside for discussion and the active engagement of participants will be expected. Lectures will be supplemented with visual material, music, and movies where possible. ",Consent of instructor. ,UGRD,South & SE Asian Studies
168566,SASIAN,161,Introduction to Sikhism,"This course is designed to offer students an introduction to the Sikh tradition, from its founding by Guru Nanak in the fifteenth century through the present day. The course is interdisciplinary in nature, combining historical, philosophical, anthropological, and sociological perspectives to develop a broad understanding of Sikh thought and practice in its various aspects. No prior background knowledge of the Sikh tradition is needed to take the course.",,UGRD,South & SE Asian Studies
167815,SASIAN,162,The Sikh Experience in Historical Perspective,"This course is designed to give students an introduction to the Sikh tradition through a historical lens, from its founding by Guru Nanak in the sixteenth century through the present day. The course draws on historical as well as other interdisciplinary approaches to contextualize the development of the Sikh panth (community) and its institutional, political, and diasporic forms. No prior background knowledge of the Sikh tradition is expected or required to take the course. ",,UGRD,South & SE Asian Studies
120696,SASIAN,R5A,Great Books of India,Reading and composition based on 10 classic works of Indian literature ranging from the ancient Sanskrit epics to modern novels by Indian and western authors. Weekly composition on texts and topics read and discussed in class. Satisfies the first half of the Reading and Composition requirement. ,Satisfaction of the Entry Level Writing Requirement,UGRD,South & SE Asian Studies
120697,SASIAN,R5B,India in the Writer's Eye,"Reading and composition in connection with eastern and western representations of India, and other Asian cultures, in great works of modern literature. Satisfies the second half of the reading and composition requirement. ","Previously passed an R_A course with a letter grade of C- or better.
Previously passed an articulated R_A course with a letter grade of C- or better.
Score a 4 on the Advanced Placement Exam in English Literature and Composition.
Score a 4 or 5 on the Advanced Placement Exam in English Language and Composition. Score of 5, 6, or 7 on the International Baccalaureate Higher Level Examination in English.",UGRD,South & SE Asian Studies
120703,SCANDIN,100A,Intermediate Nordic Languages,"In the context of inter-Scandinavian communication, students will further develop their communicative competence, their reading and writing proficiency and cultural understanding in their own target language (Danish, Finnish, Norwegian, or Swedish). Oral and written midterm and final exam.","Danish 1B, Finnish 1B, Norwegian 1B, or Swedish 1B or consent of instructor.",UGRD,Scandinavian
120706,SCANDIN,101A,Intro Old Norse,"Introduces undergraduate students to the grammar of the vernacular written language of Iceland and Norway in the Middle Ages. Linguistic mastery is emphasized. By the end of the semester students should be able to read saga style Old Norse prose texts in normalized orthography with the help of a dictionary. To this end, lectures will lay out the morphology of the Old Norse language systematically and thoroughly. In addition to the lectures, much of the in-class time will be devoted to translating and close reading of extracts of Old Norse texts.",,UGRD,Scandinavian
120728,SCANDIN,120,The Novel in Scandinavian,Reading and discussion of the great Scandinavian novels; the development of the novel. Readings and discussion in English.,,UGRD,Scandinavian
120729,SCANDIN,123,Viking and Medieval Scandinavia,Internal and external history of Scandinavian culture and civilization from the late 8th century through the 15th century. Readings and discussion in English.,,UGRD,Scandinavian
120752,SCANDIN,145,Senior Seminar,"Intensive study of a single topic, several reports, a longer paper.",140A-140B. ,UGRD,Scandinavian
120754,SCANDIN,149,Major Studies,"Additional work, for majors in Scandinavian and other qualified students with permission of the instructor, in connection with one of the following: Scandinavian C107, C108, 115, 116, 117, 120, 165. Students attend lectures and do all written work in the ""main"" course and also read assignments in the Scandinavian languages and write a short paper.",Knowledge of a Scandinavian language. ,UGRD,Scandinavian
120759,SCANDIN,165,Scandinavian Folklore,"Scandinavian folklore, emphasizing oral narrative traditions (legends and folk belief, folktales, ballads) and their contexts. Such minor verbal forms as proverbs, riddles, and formulas will also be considered. Readings and discussion in English.",,UGRD,Scandinavian
